  t   A   B   C   D   E   F   G   H   I   J   K   L   M   N   O   P   Q   R   S   T   U   V   W   X   Y   Z
770   0   0   0   0   0   0   0   0   0   0   0   0   0  56   1   1   1   1   1 126  21   1   1   1   1 787
771   0   0   0   0   0   0   0   0   0   0   0   0   0  55   1   1   1   1   1 126  21   1   1   1   1 788
772   0   0   0   0   0   0   0   0   0   0   0   0   0  54   1   1   1   1   1 126  21   1   1   1   1 789
773   0   0   0   0   0   0   0   0   0   0   0   0   0  53   1   1   1   1   1 126  21   1   1   1   1 790
774   0   0   0   0   0   0   0   0   0   0   0   0   0  52   1   1   1   1   1 126  21   1   1   1   1 791
775   0   0   0   0   0   0   0   0   0   0   0   0   0  51   1   1   1   1   1 126  21   1   1   1   1 792
776   0   0   0   0   0   0   0   0   0   0   0   0   0  50   1   1   1   1   1 126  21   1   1   1   1 793
777   0   0   0   0   0   0   0   0   0   0   0   0   0  49   1   1   1   1   1 126  21   1   1   1   1 794
778   0   0   0   0   0   0   0   0   0   0   0   0   0  48   1   1   1   1   1 126  21   1   1   1   1 795
779   0   0   0   0   0   0   0   0   0   0   0   0   0  47   1   1   1   1   1 126  21   1   1   1   1 796
780   0   0   0   0   0   0   0   0   0   0   0   0   0  46   1   1   1   1   1 126  21   1   1   1   1 797
781   0   0   0   0   0   0   0   0   0   0   0   0   0  45   1   1   1   1   1 126  21   1   1   1   1 798
782   0   0   0   0   0   0   0   0   0   0   0   0   0  44   1   1   1   1   1 126  21   1   1   1   1 799
783   0   0   0   0   0   0   0   0   0   0   0   0   0  43   1   1   1   1   1 126  21   1   1   1   1 800
784   0   0   0   0   0   0   0   0   0   0   0   0   0  42   1   1   1   1   1 126  21   1   1   1   1 801
785   0   0   0   0   0   0   0   0   0   0   0   0   0  41   1   1   1   1   1 126  21   1   1   1   1 802
786   0   0   0   0   0   0   0   0   0   0   0   0   0  40   1   1   1   1   1 126  21   1   1   1   1 803
787   0   0   0   0   0   0   0   0   0   0   0   0   0  39   1   1   1   1   1 126  21   1   1   1   1 804
788   0   0   0   0   0   0   0   0   0   0   0   0   0  38   1   1   1   1   1 126  21   1   1   1   1 805
789   0   0   0   0   0   0   0   0   0   0   0   0   0  37   1   1   1   1   1 126  21   1   1   1   1 806
790   0   0   0   0   0   0   0   0   0   0   0   0   0  36   1   1   1   1   1 126  21   1   1   1   1 807
791   0   0   0   0   0   0   0   0   0   0   0   0   0  35   1   1   1   1   1 126  21   1   1   1   1 808
792   0   0   0   0   0   0   0   0   0   0   0   0   0  34   1   1   1   1   1 126  21   1   1   1   1 809
793   0   0   0   0   0   0   0   0   0   0   0   0   0  33   1   1   1   1   1 126  21   1   1   1   1 810
794   0   0   0   0   0   0   0   0   0   0   0   0   0  32   1   1   1   1   1 126  21   1   1   1   1 811
795   0   0   0   0   0   0   0   0   0   0   0   0   0  31   1   1   1   1   1 126  21   1   1   1   1 812
796   0   0   0   0   0   0   0   0   0   0   0   0   0  30   1   1   1   1   1 126  21   1   1   1   1 813
797   0   0   0   0   0   0   0   0   0   0   0   0   0  29   1   1   1   1   1 126  21   1   1   1   1 814
798   0   0   0   0   0   0   0   0   0   0   0   0   0  28   1   1   1   1   1 126  21   1   1   1   1 815
799   0   0   0   0   0   0   0   0   0   0   0   0   0  27   1   1   1   1   1 126  21   1   1   1   1 816
800   0   0   0   0   0   0   0   0   0   0   0   0   0  26   1   1   1   1   1 126  21   1   1   1   1 817
801   0   0   0   0   0   0   0   0   0   0   0   0   0  25   1   1   1   1   1 126  21   1   1   1   1 818
802   0   0   0   0   0   0   0   0   0   0   0   0   0  24   1   1   1   1   1 126  21   1   1   1   1 819
803   0   0   0   0   0   0   0   0   0   0   0   0   0  23   1   1   1   1   1 126  21   1   1   1   1 820
804   0   0   0   0   0   0   0   0   0   0   0   0   0  22   1   1   1   1   1 126  21   1   1   1   1 821
805   0   0   0   0   0   0   0   0   0   0   0   0   0  21   1   1   1   1   1 126  21   1   1   1   1 822
806   0   0   0   0   0   0   0   0   0   0   0   0   0  20   1   1   1   1   1 126  21   1   1   1   1 823
807   0   0   0   0   0   0   0   0   0   0   0   0   0  19   1   1   1   1   1 126  21   1   1   1   1 824
808   0   0   0   0   0   0   0   0   0   0   0   0   0  18   1   1   1   1   1 126  21   1   1   1   1 825
809   0   0   0   0   0   0   0   0   0   0   0   0   0  17   1   1   1   1   1 126  21   1   1   1   1 826
810   0   0   0   0   0   0   0   0   0   0   0   0   0  16   1   1   1   1   1 126  21   1   1   1   1 827
811   0   0   0   0   0   0   0   0   0   0   0   0   0  15   1   1   1   1   1 126  21   1   1   1   1 828
812   0   0   0   0   0   0   0   0   0   0   0   0   0  14   1   1   1   1   1 126  21   1   1   1   1 829
813   0   0   0   0   0   0   0   0   0   0   0   0   0  13   1   1   1   1   1 126  21   1   1   1   1 830
814   0   0   0   0   0   0   0   0   0   0   0   0   0  12   1   1   1   1   1 126  21   1   1   1   1 831
815   0   0   0   0   0   0   0   0   0   0   0   0   0  11   1   1   1   1   1 126  21   1   1   1   1 832
816   0   0   0   0   0   0   0   0   0   0   0   0   0  10   1   1   1   1   1 126  21   1   1   1   1 833
817   0   0   0   0   0   0   0   0   0   0   0   0   0   9   1   1   1   1   1 126  21   1   1   1   1 834
818   0   0   0   0   0   0   0   0   0   0   0   0   0   8   1   1   1   1   1 126  21   1   1   1   1 835
819   0   0   0   0   0   0   0   0   0   0   0   0   0   7   1   1   1   1   1 126  21   1   1   1   1 836
820   0   0   0   0   0   0   0   0   0   0   0   0   0   6   1   1   1   1   1 126  21   1   1   1   1 837
821   0   0   0   0   0   0   0   0   0   0   0   0   0   5   1   1   1   1   1 126  21   1   1   1   1 838
822   0   0   0   0   0   0   0   0   0   0   0   0   0   4   1   1   1   1   1 126  21   1   1   1   1 839
823   0   0   0   0   0   0   0   0   0   0   0   0   0   3   1   1   1   1   1 126  21   1   1   1   1 840
824   0   0   0   0   0   0   0   0   0   0   0   0   0   2   1   1   1   1   1 126  21   1   1   1   1 841
825   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1   1   1 126  21   1   1   1   1 842
826   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1   1 126  21   1   1   1   1 843
827   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1 126  21   1   1   1   1 844
828   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1 126  21   1   1   1   1 845
829   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1 126  21   1   1   1   1 846
830   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1 126  21   1   1   1   1 847
831   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 126  21   1   1   1   1 848
832   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 125  21   1   1   1   1 849
833   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 124  21   1   1   1   1 850
834   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 123  21   1   1   1   1 851
835   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 122  21   1   1   1   1 852
836   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 121  21   1   1   1   1 853
837   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 120  21   1   1   1   1 854
838   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 119  21   1   1   1   1 855
839   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 118  21   1   1   1   1 856
840   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 117  21   1   1   1   1 857
841   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 116  21   1   1   1   1 858
842   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 115  21   1   1   1   1 859
843   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 114  21   1   1   1   1 860
844   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 113  21   1   1   1   1 861
845   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 112  21   1   1   1   1 862
846   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 111  21   1   1   1   1 863
847   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 110  21   1   1   1   1 864
848   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 109  21   1   1   1   1 865
849   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 108  21   1   1   1   1 866
850   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 107  21   1   1   1   1 867
851   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 106  21   1   1   1   1 868
852   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 105  21   1   1   1   1 869
853   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 104  21   1   1   1   1 870
854   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 103  21   1   1   1   1 871
855   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 102  21   1   1   1   1 872
856   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 101  21   1   1   1   1 873
857   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 100  21   1   1   1   1 874
858   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  99  21   1   1   1   1 875
859   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  98  21   1   1   1   1 876
860   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97  21   1   1   1   1 877
861   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  96  21   1   1   1   1 878
862   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  95  21   1   1   1   1 879
863   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  94  21   1   1   1   1 880
864   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  93  21   1   1   1   1 881
865   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  92  21   1   1   1   1 882
866   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  91  21   1   1   1   1 883
867   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  90  21   1   1   1   1 884
868   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  89  21   1   1   1   1 885
869   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  88  21   1   1   1   1 886
870   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  87  21   1   1   1   1 887
871   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  86  21   1   1   1   1 888
872   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  85  21   1   1   1   1 889
873   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  84  21   1   1   1   1 890
874   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  83  21   1   1   1   1 891
875   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  82  21   1   1   1   1 892
876   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  81  21   1   1   1   1 893
877   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  80  21   1   1   1   1 894
878   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  79  21   1   1   1   1 895
879   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  78  21   1   1   1   1 896
880   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  77  21   1   1   1   1 897
881   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  76  21   1   1   1   1 898
882   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  75  21   1   1   1   1 899
883   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  74  21   1   1   1   1 900
884   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  73  21   1   1   1   1 901
885   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  72  21   1   1   1   1 902
886   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  71  21   1   1   1   1 903
887   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  70  21   1   1   1   1 904
888   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  69  21   1   1   1   1 905
889   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  68  21   1   1   1   1 906
890   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  67  21   1   1   1   1 907
891   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  66  21   1   1   1   1 908
892   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  65  21   1   1   1   1 909
893   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  64  21   1   1   1   1 910
894   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  63  21   1   1   1   1 911
895   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  62  21   1   1   1   1 912
896   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  61  21   1   1   1   1 913
897   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  60  21   1   1   1   1 914
898   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  59  21   1   1   1   1 915
899   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  58  21   1   1   1   1 916
900   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  57  21   1   1   1   1 917
901   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  56  21   1   1   1   1 918
902   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  55  21   1   1   1   1 919
903   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  54  21   1   1   1   1 920
904   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  53  21   1   1   1   1 921
905   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  52  21   1   1   1   1 922
906   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  51  21   1   1   1   1 923
907   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  50  21   1   1   1   1 924
908   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  49  21   1   1   1   1 925
909   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  48  21   1   1   1   1 926
910   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  47  21   1   1   1   1 927
911   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  46  21   1   1   1   1 928
912   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  45  21   1   1   1   1 929
913   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  44  21   1   1   1   1 930
914   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  43  21   1   1   1   1 931
915   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  42  21   1   1   1   1 932
916   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  41  21   1   1   1   1 933
917   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  40  21   1   1   1   1 934
918   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  39  21   1   1   1   1 935
919   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  38  21   1   1   1   1 936
920   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  37  21   1   1   1   1 937
921   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  36  21   1   1   1   1 938
922   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  35  21   1   1   1   1 939
923   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  34  21   1   1   1   1 940
924   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  33  21   1   1   1   1 941
925   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  32  21   1   1   1   1 942
926   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  31  21   1   1   1   1 943
927   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  30  21   1   1   1   1 944
928   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  29  21   1   1   1   1 945
929   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  28  21   1   1   1   1 946
930   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  27  21   1   1   1   1 947
931   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  26  21   1   1   1   1 948
932   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  25  21   1   1   1   1 949
933   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  24  21   1   1   1   1 950
934   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  23  21   1   1   1   1 951
935   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  22  21   1   1   1   1 952
936   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  21  21   1   1   1   1 953
937   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  20  21   1   1   1   1 954
938   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  19  21   1   1   1   1 955
939   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  18  21   1   1   1   1 956
940   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  17  21   1   1   1   1 957
941   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  16  21   1   1   1   1 958
942   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  15  21   1   1   1   1 959
943   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  14  21   1   1   1   1 960
944   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  13  21   1   1   1   1 961
945   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  12  21   1   1   1   1 962
946   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  11  21   1   1   1   1 963
947   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  10  21   1   1   1   1 964
948   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   9  21   1   1   1   1 965
949   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   8  21   1   1   1   1 966
950   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   7  21   1   1   1   1 967
951   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   6  21   1   1   1   1 968
952   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   5  21   1   1   1   1 969
953   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   4  21   1   1   1   1 970
954   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3  21   1   1   1   1 971
955   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2  21   1   1   1   1 972
956   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1  21   1   1   1   1 973
957   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  21   1   1   1   1 974
958   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  20   1   1   1   1 975
959   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  19   1   1   1   1 976
960   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  18   1   1   1   1 977
961   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  17   1   1   1   1 978
962   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  16   1   1   1   1 979
963   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  15   1   1   1   1 980
964   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  14   1   1   1   1 981
965   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  13   1   1   1   1 982
966   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  12   1   1   1   1 983
967   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  11   1   1   1   1 984
968   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  10   1   1   1   1 985
969   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   9   1   1   1   1 986
970   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   8   1   1   1   1 987
971   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   7   1   1   1   1 988
972   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   6   1   1   1   1 989
973   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   5   1   1   1   1 990
974   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   4   1   1   1   1 991
975   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   1   1   1   1 992
976   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   1   1   1   1 993
977   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1   1 994
978   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1   1 995
979   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   1 996
980   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1 997
981   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1 998
982   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 999
